x,Cf,Cf_theory
0.0676936,0.00048612,0.000416198
0.0679763,0.000650066,0.000415332
0.0682589,0.000440805,0.000414471
0.0685415,0.000408801,0.000413616
0.0688242,0.000439711,0.000412766
0.0691068,0.000684675,0.000411921
0.0693895,0.000671956,0.000411081
0.0696721,0.000507268,0.000410246
0.0699548,0.00056947,0.000409417
0.0702374,0.000568057,0.000408592
0.0705201,0.000553554,0.000407772
0.0708027,0.000716302,0.000406958
0.0710854,0.000527575,0.000406148
0.071368,0.00069714,0.000405343
0.0716507,0.000685258,0.000404542
0.0719333,0.000448095,0.000403747
0.0722159,0.000613408,0.000402956
0.0724986,0.000457453,0.00040217
0.0727812,0.000589388,0.000401388
0.0730639,0.000794245,0.000400611
0.0733465,0.000575335,0.000399838
0.0736292,0.000797238,0.00039907
0.0739118,0.000585979,0.000398306
0.0741667,6.58119e-05,0.000397621
0.0741945,0.000433615,0.000397547
0.0744771,0.000556068,0.000396792
0.0747598,0.000613839,0.000396041
0.0750424,0.000503333,0.000395295
0.075325,0.000576269,0.000394552
0.0756077,0.000574722,0.000393814
0.0758903,0.000807059,0.00039308
0.076173,0.000665396,0.00039235
0.0764556,0.000723467,0.000391624
0.0767383,0.000722474,0.000390902
0.0770209,0.000892783,0.000390184
0.0773036,0.000686741,0.00038947
0.0775862,0.000511716,0.00038876
0.0778689,0.000684366,0.000388054
0.0781515,0.000872679,0.000387352
0.0784341,0.000633714,0.000386653
0.0787168,0.000465362,0.000385958
0.0789994,0.000636991,0.000385267
0.0792821,0.000888321,0.00038458
0.0795647,0.000640809,0.000383896
0.0798474,0.000862807,0.000383216
0.08013,0.000635482,0.00038254
0.0804127,0.000485,0.000381867
0.0806953,0.000644741,0.000381197
0.080978,0.00040026,0.000380532
0.0812606,0.000494098,0.000379869
0.0815432,0.000605051,0.00037921
0.0818259,0.000589623,0.000378555
0.0821085,0.000669589,0.000377903
0.0823912,0.000554047,0.000377254
0.0825,6.68856e-05,0.000377005
0.0826738,0.000552462,0.000376609
0.0829565,0.000495843,0.000375966
0.0832391,0.00060455,0.000375328
0.0835218,0.000503172,0.000374692
0.0838044,0.000581051,0.00037406
0.0840871,0.000567609,0.00037343
0.0843697,0.000559556,0.000372804
0.0846523,0.000591628,0.000372181
