x,y
0.37790697674418605,0.02299465240641685
0.38226744186046513,0.06577540106951874
0.38226744186046513,0.1320855614973262
0.4084302325581396,0.209090909090909
0.41933139534883723,0.27540106951871657
0.45203488372093026,0.36737967914438496
0.4869186046511629,0.42085561497326207
0.5392441860465117,0.4850267379679145
0.5632267441860465,0.5064171122994653
0.5959302325581395,0.5556149732620321
0.6329941860465116,0.5855614973262032
0.6765988372093024,0.6197860962566845
0.7267441860465116,0.6540106951871658
0.78125,0.6882352941176471
0.8270348837209303,0.7288770053475937
0.8946220930232558,0.7695187165775401
0.9665697674418603,0.8058823529411765
1.0101744186046513,0.8165775401069519
1.0952034883720931,0.8401069518716577
1.1475290697674418,0.8636363636363636
1.2434593023255813,0.8807486631016044
1.3306686046511627,0.9
1.4026162790697674,0.9064171122994653
1.4767441860465116,0.9235294117647059
1.5443313953488371,0.9256684491978611
1.618459302325581,0.9256684491978611
1.686046511627907,0.9278074866310161
1.7645348837209298,0.9192513368983958
1.9607558139534882,0.8914438502673797
2.0610465116279064,0.8636363636363636
2.1460755813953485,0.8251336898395722
2.270348837209302,0.741711229946524
2.37281976744186,0.6368983957219252
2.2529069767441854,0.6989304812834225
2.1242732558139528,0.7502673796791444
2.1504360465116275,0.7909090909090909
2.008720930232558,0.8165775401069519
1.9411337209302324,0.7909090909090909
1.7797965116279066,0.7844919786096256
1.925872093023256,0.8636363636363636
1.8277616279069766,0.8379679144385027
1.7863372093023255,0.8850267379679144
1.7165697674418603,0.8700534759358289
1.7165697674418603,0.8229946524064171
1.6271802325581393,0.846524064171123
1.6511627906976742,0.9042780748663102
1.5901162790697672,0.8850267379679144
1.4571220930232558,0.8401069518716577
1.3742732558139534,0.8144385026737968
1.524709302325581,0.8208556149732621
1.6053779069767442,0.7994652406417113
1.4353197674418603,0.7609625668449198
1.409156976744186,0.7887700534759359
1.3045058139534882,0.7609625668449198
1.3393895348837208,0.7331550802139037
1.459302325581395,0.7245989304812834
1.679505813953488,0.7588235294117647
1.9171511627906976,0.7288770053475937
1.699127906976744,0.7096256684491979
1.5901162790697672,0.7010695187165776
1.441860465116279,0.6754010695187166
1.4527616279069766,0.6347593582887701
1.5988372093023253,0.6454545454545455
1.8190406976744187,0.6561497326203208
1.9193313953488367,0.6454545454545455
1.8975290697674418,0.5684491978609626
1.9302325581395345,0.49572192513368984
1.9694767441860461,0.41871657754010694
2.019622093023256,0.3310160427807486
2.0719476744186043,0.2711229946524064
1.9760174418604646,0.2796791443850267
1.8757267441860466,0.2775401069518716
1.8452034883720925,0.3631016042780748
1.7579941860465114,0.3160427807486631
1.646802325581395,0.38021390374331554
1.7252906976744182,0.446524064171123
1.5508720930232558,0.446524064171123
1.6380813953488371,0.5320855614973261
1.795058139534884,0.5877005347593582
1.572674418604651,0.5941176470588236
1.3241279069767442,0.5684491978609626
1.2565406976744184,0.5983957219251337
1.2390988372093021,0.6326203208556149
1.1824127906976742,0.6497326203208555
1.1911337209302324,0.6860962566844919
1.1976744186046513,0.7203208556149733
1.1867732558139534,0.7481283422459893
1.1824127906976742,0.7737967914438504
1.1518895348837208,0.7866310160427807
1.099563953488372,0.7994652406417113
1.0079941860465116,0.7695187165775401
0.9382267441860463,0.739572192513369
0.8597383720930232,0.7010695187165776
0.7899709302325582,0.658288770053476
0.7289244186046513,0.6133689839572192
0.8771802325581395,0.6647058823529413
0.9098837209302324,0.6647058823529413
0.9338662790697674,0.6625668449197861
0.9600290697674418,0.6561497326203208
0.9731104651162792,0.6390374331550802
0.9883720930232558,0.6219251336898395
1.005813953488372,0.6048128342245989
1.021075581395349,0.5877005347593582
1.0406976744186045,0.5598930481283422
1.058139534883721,0.5342245989304812
1.0690406976744184,0.4914438502673797
1.079941860465116,0.4529411764705883
1.0886627906976742,0.4016042780748663
1.1017441860465116,0.3481283422459893
1.1039244186046513,0.3181818181818181
1.0843023255813953,0.27540106951871657
1.1911337209302324,0.3245989304812834
1.1954941860465116,0.26042780748663097
1.3917151162790697,0.41229946524064176
1.4854651162790697,0.47433155080213907
1.4832848837209303,0.30534759358288766
1.6119186046511627,0.27326203208556143
1.736191860465116,0.24973262032085553
1.8582848837209303,0.24973262032085553
1.9585755813953487,0.21336898395721915
1.2761627906976742,0.4550802139037433
1.25,0.5042780748663103
0.9338662790697674,0.46577540106951876
0.9622093023255813,0.4016042780748663
0.9622093023255813,0.4401069518716578
0.9840116279069768,0.36524064171122994
0.9949127906976742,0.3160427807486631
0.9731104651162792,0.262566844919786
0.8161337209302326,0.27540106951871657
0.809593023255814,0.2390374331550802
0.7311046511627908,0.24117647058823521
0.7550872093023255,0.28181818181818175
0.7703488372093021,0.3074866310160428
0.8422965116279071,0.37165775401069523
0.8422965116279071,0.4294117647058824
0.8335755813953489,0.4550802139037433
0.8422965116279071,0.4850267379679145
0.8444767441860466,0.5192513368983956
0.8575581395348837,0.5513368983957219
0.8684593023255813,0.5898395721925134
0.8379360465116279,0.5898395721925134
0.8335755813953489,0.606951871657754
0.809593023255814,0.6112299465240641
0.78125,0.6048128342245989
0.7507267441860466,0.5983957219251337
