Step, Residual_VM
1770, 370.865
1771, 370.025
1772, 369.687
1773, 369.557
1774, 369.011
1775, 368.882
1776, 368.444
1777, 367.816
1778, 367.653
1779, 367.321
1780, 366.936
1781, 366.646
1782, 366.479
1783, 365.852
1784, 365.781
1785, 365.235
1786, 364.654
1787, 364.782
1788, 364.476
1789, 364.093
1790, 363.553
1791, 363.21
1792, 363.339
1793, 362.847
1794, 362.187
1795, 361.839
1796, 362.009
1797, 361.173
1798, 360.787
1799, 360.966
1800, 360.607
1801, 360.019
1802, 359.719
1803, 359.399
1804, 359.477
1805, 358.831
1806, 358.212
1807, 358.037
1808, 358.053
1809, 357.209
1810, 356.964
1811, 357.115
1812, 356.567
1813, 356.071
1814, 355.877
1815, 355.495
1816, 355.486
1817, 354.823
1818, 354.368
1819, 354.19
1820, 353.949
1821, 353.34
1822, 353.272
1823, 352.456
1824, 351.953
1825, 352.307
1826, 351.541
1827, 351.198
1828, 350.831
1829, 350.383
1830, 350.547
1831, 349.755
1832, 349.658
1833, 349.152
1834, 348.629
1835, 348.703
1836, 348.403
1837, 347.963
1838, 347.48
1839, 347.2
1840, 347.313
1841, 346.74
1842, 346.11
1843, 345.916
1844, 345.887
1845, 345.107
1846, 344.728
1847, 345.026
1848, 344.335
1849, 343.943
1850, 343.765
1851, 343.344
1852, 343.3
1853, 342.695
1854, 342.288
1855, 341.981
1856, 341.794
1857, 341.382
1858, 341.187
1859, 340.989
1860, 340.401
1861, 340.234
1862, 339.831
1863, 339.297
1864, 339.32
1865, 339.058
1866, 338.699
1867, 338.212
1868, 337.943
1869, 338
1870, 337.552
1871, 336.873
1872, 336.732
1873, 336.737
1874, 335.999
1875, 335.605
1876, 335.859
1877, 335.363
1878, 334.897
1879, 334.688
1880, 334.32
1881, 334.401
1882, 333.703
1883, 333.339
1884, 333.048
1885, 332.907
1886, 332.309
1887, 332.265
1888, 331.408
1889, 331.083
1890, 331.34
1891, 330.716
1892, 330.257
1893, 329.986
1894, 329.627
1895, 329.597
1896, 328.933
1897, 328.89
1898, 328.432
1899, 327.877
1900, 327.953
1901, 327.673
1902, 327.31
1903, 326.832
1904, 326.544
1905, 326.701
1906, 326.111
1907, 325.738
1908, 325.622
1909, 325.3
1910, 325.162
1911, 324.678
1912, 324.313
1913, 324.049
1914, 323.863
1915, 323.417
1916, 323.265
1917, 322.61
1918, 322.129
1919, 322.5
1920, 321.73
1921, 321.451
1922, 321.209
1923, 320.751
1924, 320.789
1925, 320.164
1926, 319.859
1927, 319.392
1928, 319.209
1929, 319
1930, 318.337
1931, 318.384
1932, 317.99
1933, 317.763
1934, 317.757
1935, 317.206
1936, 316.897
1937, 316.8
1938, 316.461
1939, 316.221
1940, 315.995
1941, 315.518
1942, 315.178
1943, 315.183
1944, 314.765
1945, 314.504
1946, 313.965
1947, 313.574
1948, 313.788
1949, 313.132
1950, 312.817
1951, 312.666
1952, 312.235
1953, 312.172
1954, 311.701
1955, 311.649
1956, 311.167
1957, 310.678
1958, 310.831
1959, 310.566
1960, 310.183
1961, 309.788
1962, 309.642
1963, 309.175
1964, 308.662
1965, 308.838
1966, 308.508
1967, 308.134
1968, 307.768
1969, 307.453
1970, 307.591
1971, 307.014
1972, 306.637
1973, 306.61
1974, 306.254
1975, 306.121
1976, 305.705
1977, 305.375
1978, 305.058
1979, 304.941
1980, 304.584
1981, 304.399
1982, 304.235
1983, 303.735
1984, 303.638
1985, 303.294
1986, 302.845
1987, 302.838
1988, 302.64
1989, 301.975
1990, 301.787
1991, 301.72
1992, 301.376
1993, 301.023
1994, 300.878
1995, 300.667
1996, 300.459
1997, 300.336
1998, 299.853
1999, 299.615
2000, 299.376
2001, 299.32
2002, 298.737
2003, 298.662
2004, 298.244
2005, 297.804
2006, 297.863
2007, 297.599
2008, 297.245
2009, 296.878
2010, 296.674
2011, 296.686
2012, 296.202
2013, 295.85
2014, 295.744
2015, 295.6
2016, 295.311
2017, 294.955
2018, 294.655
2019, 294.329
2020, 294.232
2021, 293.86
2022, 293.755
2023, 293.597
2024, 293.112
2025, 292.935
2026, 292.696
2027, 292.23
2028, 292.042
2029, 291.741
2030, 291.695
2031, 291.143
2032, 291.042
2033, 290.742
2034, 290.308
2035, 290.282
2036, 290.071
2037, 289.79
2038, 289.365
2039, 289.185
2040, 289.194
2041, 288.809
2042, 288.317
2043, 288.122
2044, 288.149
2045, 287.529
2046, 287.206
2047, 287.436
2048, 286.962
2049, 286.607
2050, 286.46
2051, 286.142
2052, 286.137
2053, 285.626
2054, 285.324
2055, 285.04
2056, 284.938
2057, 284.499
2058, 284.384
2059, 283.771
2060, 283.464
2061, 283.666
2062, 283.009
2063, 282.804
2064, 282.626
2065, 282.127
2066, 282.147
2067, 281.677
2068, 281.647
2069, 281.202
2070, 280.695
2071, 280.96
2072, 280.59
2073, 280.183
2074, 279.97
2075, 279.718
2076, 279.79
2077, 279.311
2078, 278.906
2079, 278.881
2080, 278.645
2081, 278.388
2082, 278.162
2083, 277.794
2084, 277.457
2085, 277.445
2086, 277.116
2087, 276.914
2088, 276.74
2089, 276.362
2090, 276.289
2091, 275.923
2092, 275.562
2093, 275.563
2094, 275.413
2095, 275.111
2096, 274.748
2097, 274.571
2098, 274.594
2099, 274.271
2100, 273.802
2101, 273.587
2102, 273.667
2103, 273.097
2104, 272.854
2105, 272.938
2106, 272.692
2107, 272.302
2108, 272.089
2109, 271.919
2110, 271.897
2111, 271.472
2112, 271.103
2113, 270.905
2114, 270.883
2115, 270.322
2116, 270.255
2117, 269.833
2118, 269.436
2119, 269.531
2120, 269.254
2121, 268.887
2122, 268.575
2123, 268.401
2124, 268.406
2125, 267.891
2126, 267.675
2127, 267.528
2128, 267.248
2129, 267.064
2130, 266.832
2131, 266.4
2132, 266.17
2133, 266.075
2134, 265.816
2135, 265.573
2136, 265.341
2137, 265.08
2138, 264.951
2139, 264.502
2140, 264.236
2141, 264.304
2142, 264.028
2143, 263.678
2144, 263.479
2145, 263.289
2146, 263.279
2147, 262.828
2148, 262.593
2149, 262.499
2150, 262.344
2151, 262.081
2152, 261.821
2153, 261.562
2154, 261.303
2155, 261.182
2156, 260.869
2157, 260.741
2158, 260.336
2159, 259.894
2160, 260.18
2161, 259.647
2162, 259.38
2163, 259.261
2164, 258.896
2165, 258.905
2166, 258.46
2167, 258.41
2168, 258.097
2169, 257.681
2170, 257.775
2171, 257.585
2172, 257.283
2173, 256.955
2174, 256.811
2175, 256.837
2176, 256.5
2177, 256.069
2178, 255.88
2179, 255.926
2180, 255.358
2181, 255.226
2182, 255.247
2183, 254.967
2184, 254.627
2185, 254.467
2186, 254.299
2187, 254.225
2188, 253.824
2189, 253.524
2190, 253.392
2191, 253.255
2192, 252.81
2193, 252.731
2194, 252.317
2195, 251.956
2196, 252.086
2197, 251.677
2198, 251.413
2199, 251.26
2200, 250.86
2201, 250.967
2202, 250.446
2203, 250.398
2204, 250.127
2205, 249.702
2206, 249.8
2207, 249.562
2208, 249.307
2209, 248.982
2210, 248.779
2211, 248.856
2212, 248.484
2213, 248.17
2214, 248.085
2215, 247.979
2216, 247.784
2217, 247.441
2218, 247.255
2219, 247.007
2220, 246.893
2221, 246.527
2222, 246.458
2223, 246.01
2224, 245.65
2225, 245.889
2226, 245.432
2227, 245.156
2228, 244.977
2229, 244.738
2230, 244.689
2231, 244.289
2232, 244.187
2233, 243.946
2234, 243.655
2235, 243.557
2236, 243.433
2237, 243.211
2238, 242.86
2239, 242.701
2240, 242.734
2241, 242.452
2242, 241.978
2243, 241.861
2244, 241.907
2245, 241.406
2246, 241.2
2247, 241.233
2248, 240.97
2249, 240.664
2250, 240.522
2251, 240.332
2252, 240.297
2253, 239.869
2254, 239.65
2255, 239.491
2256, 239.323
2257, 238.945
2258, 238.905
2259, 238.43
2260, 238.08
2261, 238.283
2262, 237.897
2263, 237.567
2264, 237.407
2265, 237.221
2266, 237.09
2267, 236.73
2268, 236.649
2269, 236.403
2270, 236.054
2271, 236.048
2272, 235.891
2273, 235.596
2274, 235.332
2275, 235.141
2276, 235.213
2277, 234.851
2278, 234.534
2279, 234.472
2280, 234.348
2281, 234.154
2282, 233.871
2283, 233.696
2284, 233.424
2285, 233.334
2286, 233.028
2287, 232.905
2288, 232.535
2289, 232.222
2290, 232.39
2291, 231.935
2292, 231.679
2293, 231.59
2294, 231.284
2295, 231.189
2296, 230.951
2297, 230.552
2298, 230.375
2299, 230.233
2300, 229.986
2301, 229.72
2302, 229.584
2303, 229.41
2304, 229.337
2305, 229.126
2306, 228.861
2307, 228.629
2308, 228.38
2309, 228.33
2310, 228.043
2311, 227.928
2312, 227.812
2313, 227.447
2314, 227.377
2315, 227.139
2316, 226.866
2317, 226.813
2318, 226.679
2319, 226.24
2320, 226.065
2321, 226.044
2322, 225.759
2323, 225.534
2324, 225.399
2325, 225.279
2326, 225.13
2327, 225.029
2328, 224.723
2329, 224.584
2330, 224.335
2331, 224.254
2332, 223.931
2333, 223.877
2334, 223.53
2335, 223.222
2336, 223.34
2337, 223.055
2338, 222.649
2339, 222.465
2340, 222.508
2341, 222.012
2342, 221.765
2343, 221.888
2344, 221.555
2345, 221.244
2346, 221.167
2347, 220.976
2348, 220.79
2349, 220.518
2350, 220.459
2351, 220.208
2352, 219.922
2353, 219.869
2354, 219.751
2355, 219.505
2356, 219.235
2357, 219.12
2358, 219.129
2359, 218.821
2360, 218.583
2361, 218.497
2362, 218.386
2363, 218.227
2364, 217.958
2365, 217.763
2366, 217.586
2367, 217.448
2368, 217.188
2369, 217.107
2370, 216.727
2371, 216.484
2372, 216.603
2373, 216.241
2374, 216.005
2375, 215.867
2376, 215.695
2377, 215.588
2378, 215.289
2379, 215.243
2380, 214.945
2381, 214.748
2382, 214.677
2383, 214.567
2384, 214.171
2385, 213.904
2386, 214.013
2387, 213.625
2388, 213.362
2389, 213.256
2390, 212.904
2391, 212.881
2392, 212.571
2393, 212.534
2394, 212.18
2395, 211.823
2396, 212.03
2397, 211.662
2398, 211.39
2399, 211.307
2400, 211.083
2401, 211.026
2402, 210.726
2403, 210.614
2404, 210.383
2405, 210.123
2406, 210.086
2407, 209.977
2408, 209.741
2409, 209.498
2410, 209.381
2411, 209.379
2412, 209.091
2413, 208.853
2414, 208.802
2415, 208.698
2416, 208.506
2417, 208.268
2418, 208.121
2419, 207.887
2420, 207.801
2421, 207.572
2422, 207.503
2423, 207.4
2424, 207.109
2425, 206.948
2426, 206.842
2427, 206.679
2428, 206.501
2429, 206.399
2430, 206.3
2431, 206.002
2432, 205.903
2433, 205.775
2434, 205.737
2435, 205.357
2436, 205.202
2437, 205.208
2438, 204.945
2439, 204.587
2440, 204.411
2441, 204.357
2442, 203.927
2443, 203.828
2444, 203.859
2445, 203.466
2446, 203.301
2447, 203.365
2448, 203.176
2449, 202.881
2450, 202.713
2451, 202.618
2452, 202.332
2453, 202.036
2454, 202.157
2455, 201.91
2456, 201.643
2457, 201.51
2458, 201.359
2459, 201.326
2460, 201.008
2461, 200.871
2462, 200.754
2463, 200.563
2464, 200.437
2465, 200.331
2466, 200.198
2467, 199.911
2468, 199.792
2469, 199.748
2470, 199.631
2471, 199.29
2472, 199.069
2473, 199.184
2474, 198.785
2475, 198.622
2476, 198.491
2477, 198.26
2478, 198.176
2479, 197.96
2480, 197.885
2481, 197.561
2482, 197.411
2483, 197.383
2484, 197.194
2485, 196.936
2486, 196.817
2487, 196.737
2488, 196.622
2489, 196.351
2490, 196.219
2491, 196.103
2492, 195.944
2493, 195.779
2494, 195.701
2495, 195.579
2496, 195.303
2497, 195.218
2498, 195.115
2499, 195.049
2500, 194.726
2501, 194.512
2502, 194.612
2503, 194.259
2504, 194.072
2505, 193.96
2506, 193.731
2507, 193.724
2508, 193.429
2509, 193.348
2510, 193.102
2511, 192.933
2512, 192.864
2513, 192.785
2514, 192.528
2515, 192.323
2516, 192.294
2517, 192.211
2518, 191.959
2519, 191.76
2520, 191.686
2521, 191.648
2522, 191.406
2523, 191.24
2524, 191.073
2525, 190.871
2526, 190.839
2527, 190.577
2528, 190.482
2529, 190.178
2530, 190.019
2531, 190.026
2532, 189.769
2533, 189.545
2534, 189.494
2535, 189.326
2536, 189.165
2537, 188.938
2538, 188.931
2539, 188.679
2540, 188.458
2541, 188.447
2542, 188.343
2543, 188.13
2544, 187.882
2545, 187.852
2546, 187.798
2547, 187.584
2548, 187.371
2549, 187.303
2550, 187.247
2551, 187.09
2552, 186.856
2553, 186.717
2554, 186.625
2555, 186.464
2556, 186.211
2557, 186.161
2558, 185.96
2559, 185.654
2560, 185.705
2561, 185.528
2562, 185.314
2563, 185.176
2564, 185.019
2565, 185.024
2566, 184.726
2567, 184.567
2568, 184.485
2569, 184.335
2570, 184.187
2571, 184.086
2572, 183.988
2573, 183.728
2574, 183.64
2575, 183.552
2576, 183.461
2577, 183.154
2578, 183.006
2579, 183.037
2580, 182.72
2581, 182.614
2582, 182.514
2583, 182.476
2584, 182.238
2585, 182.047
2586, 182.009
2587, 181.95
2588, 181.728
2589, 181.5
2590, 181.348
2591, 181.369
2592, 181.002
2593, 180.964
2594, 180.93
2595, 180.722
2596, 180.519
2597, 180.427
2598, 180.355
2599, 180.222
2600, 180.004
2601, 179.847
2602, 179.699
2603, 179.591
2604, 179.37
2605, 179.37
2606, 179.242
2607, 179.004
2608, 178.854
2609, 178.748
2610, 178.638
2611, 178.457
2612, 178.39
2613, 178.306
2614, 178.025
2615, 177.971
2616, 177.874
2617, 177.814
2618, 177.476
2619, 177.367
2620, 177.371
2621, 177.101
2622, 176.903
2623, 176.825
2624, 176.653
2625, 176.547
2626, 176.346
2627, 176.302
2628, 176.034
2629, 175.903
2630, 175.845
2631, 175.709
2632, 175.393
2633, 175.243
2634, 175.285
2635, 174.923
2636, 174.789
2637, 174.817
2638, 174.608
2639, 174.369
2640, 174.303
2641, 174.195
2642, 174.035
2643, 173.842
2644, 173.769
2645, 173.6
2646, 173.478
2647, 173.298
2648, 173.279
2649, 173.125
2650, 172.881
2651, 172.823
2652, 172.785
2653, 172.622
2654, 172.35
2655, 172.26
2656, 172.239
2657, 171.934
2658, 171.835
2659, 171.829
2660, 171.662
2661, 171.435
2662, 171.354
2663, 171.297
2664, 171.164
2665, 170.946
2666, 170.814
2667, 170.643
2668, 170.571
2669, 170.343
2670, 170.341
2671, 170.228
2672, 169.977
2673, 169.932
2674, 169.862
2675, 169.79
2676, 169.502
2677, 169.376
2678, 169.407
2679, 169.143
2680, 168.982
2681, 168.886
2682, 168.771
2683, 168.654
2684, 168.469
2685, 168.409
2686, 168.181
2687, 168.087
2688, 167.99
2689, 167.925
2690, 167.749
2691, 167.527
2692, 167.52
2693, 167.466
2694, 167.27
2695, 167.102
2696, 167.025
2697, 166.983
2698, 166.87
2699, 166.661
2700, 166.561
2701, 166.402
2702, 166.309
2703, 166.104
2704, 166.092
2705, 165.805
2706, 165.629
2707, 165.68
2708, 165.497
2709, 165.302
2710, 165.161
2711, 165.138
2712, 165.039
2713, 164.804
2714, 164.7
2715, 164.594
2716, 164.48
2717, 164.339
2718, 164.27
2719, 164.181
2720, 163.943
2721, 163.872
2722, 163.811
2723, 163.741
2724, 163.472
2725, 163.294
2726, 163.36
2727, 163.076
2728, 162.939
2729, 162.855
2730, 162.652
2731, 162.603
2732, 162.414
2733, 162.352
2734, 162.096
2735, 162.009
2736, 161.965
2737, 161.861
2738, 161.63
2739, 161.513
